CODE,CATEGORY
K7030,CODE_SUD_ALCOHOL
K702,CODE_SUD_ALCOHOL
K7040,CODE_SUD_ALCOHOL
F1012,CODE_SUD_ALCOHOL
F1019,CODE_SUD_ALCOHOL
F1011,CODE_SUD_ALCOHOL
F1022,CODE_SUD_ALCOHOL
K7031,CODE_SUD_ALCOHOL
K7010,CODE_SUD_ALCOHOL
F1027,CODE_SUD_ALCOHOL
K709,CODE_SUD_ALCOHOL
F1021,CODE_SUD_ALCOHOL
F10180,CODE_SUD_ALCOHOL
F10129,CODE_SUD_ALCOHOL
F10259,CODE_SUD_ALCOHOL
F10231,CODE_SUD_ALCOHOL
K701,CODE_SUD_ALCOHOL
F1015,CODE_SUD_ALCOHOL
Z714,CODE_SUD_ALCOHOL
F10150,CODE_SUD_ALCOHOL
F1028,CODE_SUD_ALCOHOL
F10230,CODE_SUD_ALCOHOL
F1020,CODE_SUD_ALCOHOL
F10251,CODE_SUD_ALCOHOL
F1018,CODE_SUD_ALCOHOL
F10182,CODE_SUD_ALCOHOL
K703,CODE_SUD_ALCOHOL
K70,CODE_SUD_ALCOHOL
F1010,CODE_SUD_ALCOHOL
F10121,CODE_SUD_ALCOHOL
F10288,CODE_SUD_ALCOHOL
F10120,CODE_SUD_ALCOHOL
F1026,CODE_SUD_ALCOHOL
F1025,CODE_SUD_ALCOHOL
F1029,CODE_SUD_ALCOHOL
F10229,CODE_SUD_ALCOHOL
F10281,CODE_SUD_ALCOHOL
K7011,CODE_SUD_ALCOHOL
K704,CODE_SUD_ALCOHOL
F1024,CODE_SUD_ALCOHOL
F10221,CODE_SUD_ALCOHOL
F10239,CODE_SUD_ALCOHOL
Z7141,CODE_SUD_ALCOHOL
F10282,CODE_SUD_ALCOHOL
K7041,CODE_SUD_ALCOHOL
F10151,CODE_SUD_ALCOHOL
F1128,CODE_SUD_OPIOID
F11288,CODE_SUD_OPIOID
F1120,CODE_SUD_OPIOID
F11221,CODE_SUD_OPIOID
F11122,CODE_SUD_OPIOID
F11220,CODE_SUD_OPIOID
F11259,CODE_SUD_OPIOID
F11282,CODE_SUD_OPIOID
F112,CODE_SUD_OPIOID
F1124,CODE_SUD_OPIOID
F11181,CODE_SUD_OPIOID
F1111,CODE_SUD_OPIOID
F11188,CODE_SUD_OPIOID
F1110,CODE_SUD_OPIOID
F1112,CODE_SUD_OPIOID
F11281,CODE_SUD_OPIOID
F11159,CODE_SUD_OPIOID
F1118,CODE_SUD_OPIOID
F11222,CODE_SUD_OPIOID
F11120,CODE_SUD_OPIOID
F1114,CODE_SUD_OPIOID
F1115,CODE_SUD_OPIOID
F11151,CODE_SUD_OPIOID
F1119,CODE_SUD_OPIOID
F11229,CODE_SUD_OPIOID
F1122,CODE_SUD_OPIOID
F1123,CODE_SUD_OPIOID
F1125,CODE_SUD_OPIOID
F11250,CODE_SUD_OPIOID
F11251,CODE_SUD_OPIOID
F11121,CODE_SUD_OPIOID
F1121,CODE_SUD_OPIOID
F11150,CODE_SUD_OPIOID
F11129,CODE_SUD_OPIOID
F111,CODE_SUD_OPIOID
F11182,CODE_SUD_OPIOID
F1129,CODE_SUD_OPIOID
F12121,CODE_SUD_CANNABIS
F12251,CODE_SUD_CANNABIS
F1210,CODE_SUD_CANNABIS
F1225,CODE_SUD_CANNABIS
F12229,CODE_SUD_CANNABIS
F12151,CODE_SUD_CANNABIS
F122,CODE_SUD_CANNABIS
F12250,CODE_SUD_CANNABIS
F1219,CODE_SUD_CANNABIS
F12159,CODE_SUD_CANNABIS
F1221,CODE_SUD_CANNABIS
F1228,CODE_SUD_CANNABIS
F12180,CODE_SUD_CANNABIS
F1222,CODE_SUD_CANNABIS
F12288,CODE_SUD_CANNABIS
F12259,CODE_SUD_CANNABIS
F12222,CODE_SUD_CANNABIS
F12150,CODE_SUD_CANNABIS
F1220,CODE_SUD_CANNABIS
F12129,CODE_SUD_CANNABIS
F1218,CODE_SUD_CANNABIS
F12188,CODE_SUD_CANNABIS
F1223,CODE_SUD_CANNABIS
F12280,CODE_SUD_CANNABIS
F1212,CODE_SUD_CANNABIS
F12220,CODE_SUD_CANNABIS
F1229,CODE_SUD_CANNABIS
F12120,CODE_SUD_CANNABIS
F12122,CODE_SUD_CANNABIS
F121,CODE_SUD_CANNABIS
F1211,CODE_SUD_CANNABIS
F12221,CODE_SUD_CANNABIS
F1215,CODE_SUD_CANNABIS
F1328,CODE_SUD_SEDATIVE
F13250,CODE_SUD_SEDATIVE
F1311,CODE_SUD_SEDATIVE
F13180,CODE_SUD_SEDATIVE
F1314,CODE_SUD_SEDATIVE
F1325,CODE_SUD_SEDATIVE
F13281,CODE_SUD_SEDATIVE
F13182,CODE_SUD_SEDATIVE
F13229,CODE_SUD_SEDATIVE
F1319,CODE_SUD_SEDATIVE
F13232,CODE_SUD_SEDATIVE
F132,CODE_SUD_SEDATIVE
F13221,CODE_SUD_SEDATIVE
F13251,CODE_SUD_SEDATIVE
F13121,CODE_SUD_SEDATIVE
F1327,CODE_SUD_SEDATIVE
F13280,CODE_SUD_SEDATIVE
F13231,CODE_SUD_SEDATIVE
F1310,CODE_SUD_SEDATIVE
F13288,CODE_SUD_SEDATIVE
F13259,CODE_SUD_SEDATIVE
F1315,CODE_SUD_SEDATIVE
F1318,CODE_SUD_SEDATIVE
F13150,CODE_SUD_SEDATIVE
F1312,CODE_SUD_SEDATIVE
F13239,CODE_SUD_SEDATIVE
F131,CODE_SUD_SEDATIVE
F1321,CODE_SUD_SEDATIVE
F13129,CODE_SUD_SEDATIVE
F13230,CODE_SUD_SEDATIVE
F1324,CODE_SUD_SEDATIVE
F1323,CODE_SUD_SEDATIVE
F13188,CODE_SUD_SEDATIVE
F13151,CODE_SUD_SEDATIVE
F13181,CODE_SUD_SEDATIVE
F13159,CODE_SUD_SEDATIVE
F13120,CODE_SUD_SEDATIVE
F1326,CODE_SUD_SEDATIVE
F1320,CODE_SUD_SEDATIVE
F1329,CODE_SUD_SEDATIVE
F13282,CODE_SUD_SEDATIVE
F1322,CODE_SUD_SEDATIVE
F13220,CODE_SUD_SEDATIVE
F1415,CODE_SUD_COCAINE
F1410,CODE_SUD_COCAINE
F14281,CODE_SUD_COCAINE
F14120,CODE_SUD_COCAINE
F1419,CODE_SUD_COCAINE
F14251,CODE_SUD_COCAINE
F14181,CODE_SUD_COCAINE
F1429,CODE_SUD_COCAINE
F1411,CODE_SUD_COCAINE
F1428,CODE_SUD_COCAINE
F14222,CODE_SUD_COCAINE
F14288,CODE_SUD_COCAINE
F14150,CODE_SUD_COCAINE
F14182,CODE_SUD_COCAINE
F14122,CODE_SUD_COCAINE
F14221,CODE_SUD_COCAINE
F14282,CODE_SUD_COCAINE
F141,CODE_SUD_COCAINE
F1425,CODE_SUD_COCAINE
F1424,CODE_SUD_COCAINE
F14151,CODE_SUD_COCAINE
F142,CODE_SUD_COCAINE
F1418,CODE_SUD_COCAINE
F1420,CODE_SUD_COCAINE
F14121,CODE_SUD_COCAINE
F1423,CODE_SUD_COCAINE
F14280,CODE_SUD_COCAINE
F14188,CODE_SUD_COCAINE
F14180,CODE_SUD_COCAINE
F14129,CODE_SUD_COCAINE
F14220,CODE_SUD_COCAINE
F1414,CODE_SUD_COCAINE
F14250,CODE_SUD_COCAINE
F1421,CODE_SUD_COCAINE
F14229,CODE_SUD_COCAINE
F1422,CODE_SUD_COCAINE
F14159,CODE_SUD_COCAINE
F14259,CODE_SUD_COCAINE
F15182,CODE_SUD_OTH_STIMULANT
F1519,CODE_SUD_OTH_STIMULANT
F15122,CODE_SUD_OTH_STIMULANT
F151,CODE_SUD_OTH_STIMULANT
F15280,CODE_SUD_OTH_STIMULANT
F1524,CODE_SUD_OTH_STIMULANT
F15281,CODE_SUD_OTH_STIMULANT
F15250,CODE_SUD_OTH_STIMULANT
F15129,CODE_SUD_OTH_STIMULANT
F15121,CODE_SUD_OTH_STIMULANT
F15259,CODE_SUD_OTH_STIMULANT
F15229,CODE_SUD_OTH_STIMULANT
F15220,CODE_SUD_OTH_STIMULANT
F15288,CODE_SUD_OTH_STIMULANT
F15120,CODE_SUD_OTH_STIMULANT
F1512,CODE_SUD_OTH_STIMULANT
F15222,CODE_SUD_OTH_STIMULANT
F15181,CODE_SUD_OTH_STIMULANT
F1520,CODE_SUD_OTH_STIMULANT
F15282,CODE_SUD_OTH_STIMULANT
F1529,CODE_SUD_OTH_STIMULANT
F1525,CODE_SUD_OTH_STIMULANT
F1518,CODE_SUD_OTH_STIMULANT
F1510,CODE_SUD_OTH_STIMULANT
F1528,CODE_SUD_OTH_STIMULANT
F1523,CODE_SUD_OTH_STIMULANT
F1514,CODE_SUD_OTH_STIMULANT
F1515,CODE_SUD_OTH_STIMULANT
F152,CODE_SUD_OTH_STIMULANT
F15251,CODE_SUD_OTH_STIMULANT
F15180,CODE_SUD_OTH_STIMULANT
F1511,CODE_SUD_OTH_STIMULANT
F15188,CODE_SUD_OTH_STIMULANT
F15151,CODE_SUD_OTH_STIMULANT
F15159,CODE_SUD_OTH_STIMULANT
F15150,CODE_SUD_OTH_STIMULANT
F1521,CODE_SUD_OTH_STIMULANT
F15221,CODE_SUD_OTH_STIMULANT
F1628,CODE_SUD_HALLUCINOGEN
F16129,CODE_SUD_HALLUCINOGEN
F1615,CODE_SUD_HALLUCINOGEN
F16251,CODE_SUD_HALLUCINOGEN
F16259,CODE_SUD_HALLUCINOGEN
F16180,CODE_SUD_HALLUCINOGEN
F16250,CODE_SUD_HALLUCINOGEN
F1624,CODE_SUD_HALLUCINOGEN
F16150,CODE_SUD_HALLUCINOGEN
F16220,CODE_SUD_HALLUCINOGEN
F16188,CODE_SUD_HALLUCINOGEN
F1610,CODE_SUD_HALLUCINOGEN
F16280,CODE_SUD_HALLUCINOGEN
F16159,CODE_SUD_HALLUCINOGEN
F16120,CODE_SUD_HALLUCINOGEN
F1619,CODE_SUD_HALLUCINOGEN
F16288,CODE_SUD_HALLUCINOGEN
F16122,CODE_SUD_HALLUCINOGEN
F16151,CODE_SUD_HALLUCINOGEN
F16283,CODE_SUD_HALLUCINOGEN
F1614,CODE_SUD_HALLUCINOGEN
F1621,CODE_SUD_HALLUCINOGEN
F1618,CODE_SUD_HALLUCINOGEN
F1612,CODE_SUD_HALLUCINOGEN
F162,CODE_SUD_HALLUCINOGEN
F1622,CODE_SUD_HALLUCINOGEN
F1625,CODE_SUD_HALLUCINOGEN
F1611,CODE_SUD_HALLUCINOGEN
F1629,CODE_SUD_HALLUCINOGEN
F1620,CODE_SUD_HALLUCINOGEN
F16229,CODE_SUD_HALLUCINOGEN
F16121,CODE_SUD_HALLUCINOGEN
F161,CODE_SUD_HALLUCINOGEN
F16221,CODE_SUD_HALLUCINOGEN
F16183,CODE_SUD_HALLUCINOGEN
F17201,CODE_SUD_NICOTINE
F17223,CODE_SUD_NICOTINE
F1729,CODE_SUD_NICOTINE
F17293,CODE_SUD_NICOTINE
F1722,CODE_SUD_NICOTINE
F17219,CODE_SUD_NICOTINE
F17228,CODE_SUD_NICOTINE
F172,CODE_SUD_NICOTINE
F17290,CODE_SUD_NICOTINE
O99332,CODE_SUD_NICOTINE
O99334,CODE_SUD_NICOTINE
Z87891,CODE_SUD_NICOTINE
F17211,CODE_SUD_NICOTINE
O99335,CODE_SUD_NICOTINE
O9933,CODE_SUD_NICOTINE
F17209,CODE_SUD_NICOTINE
F17218,CODE_SUD_NICOTINE
F17291,CODE_SUD_NICOTINE
F17210,CODE_SUD_NICOTINE
F17299,CODE_SUD_NICOTINE
O99331,CODE_SUD_NICOTINE
F17220,CODE_SUD_NICOTINE
F17200,CODE_SUD_NICOTINE
F17298,CODE_SUD_NICOTINE
F17208,CODE_SUD_NICOTINE
O99330,CODE_SUD_NICOTINE
F1721,CODE_SUD_NICOTINE
F1720,CODE_SUD_NICOTINE
F17221,CODE_SUD_NICOTINE
F17229,CODE_SUD_NICOTINE
O99333,CODE_SUD_NICOTINE
F17203,CODE_SUD_NICOTINE
F17213,CODE_SUD_NICOTINE
F18159,CODE_SUD_INHALANT
F18188,CODE_SUD_INHALANT
F18129,CODE_SUD_INHALANT
F18121,CODE_SUD_INHALANT
F18150,CODE_SUD_INHALANT
F1828,CODE_SUD_INHALANT
F18250,CODE_SUD_INHALANT
F1827,CODE_SUD_INHALANT
F1810,CODE_SUD_INHALANT
F1820,CODE_SUD_INHALANT
F18259,CODE_SUD_INHALANT
F1819,CODE_SUD_INHALANT
F18221,CODE_SUD_INHALANT
F1829,CODE_SUD_INHALANT
F1811,CODE_SUD_INHALANT
F1815,CODE_SUD_INHALANT
F1814,CODE_SUD_INHALANT
F181,CODE_SUD_INHALANT
F1821,CODE_SUD_INHALANT
F1822,CODE_SUD_INHALANT
F18151,CODE_SUD_INHALANT
F1824,CODE_SUD_INHALANT
F18120,CODE_SUD_INHALANT
F18288,CODE_SUD_INHALANT
F182,CODE_SUD_INHALANT
F1817,CODE_SUD_INHALANT
F1825,CODE_SUD_INHALANT
F18280,CODE_SUD_INHALANT
F18229,CODE_SUD_INHALANT
F1818,CODE_SUD_INHALANT
F1812,CODE_SUD_INHALANT
F18180,CODE_SUD_INHALANT
F18220,CODE_SUD_INHALANT
F18251,CODE_SUD_INHALANT
F19229,CODE_SUD_OTH_PSYCH
F19122,CODE_SUD_OTH_PSYCH
F19120,CODE_SUD_OTH_PSYCH
F1917,CODE_SUD_OTH_PSYCH
F19231,CODE_SUD_OTH_PSYCH
F192,CODE_SUD_OTH_PSYCH
F1922,CODE_SUD_OTH_PSYCH
F19181,CODE_SUD_OTH_PSYCH
F1923,CODE_SUD_OTH_PSYCH
F19251,CODE_SUD_OTH_PSYCH
F1910,CODE_SUD_OTH_PSYCH
F191,CODE_SUD_OTH_PSYCH
F19221,CODE_SUD_OTH_PSYCH
F1918,CODE_SUD_OTH_PSYCH
F19239,CODE_SUD_OTH_PSYCH
F19220,CODE_SUD_OTH_PSYCH
F19230,CODE_SUD_OTH_PSYCH
F19182,CODE_SUD_OTH_PSYCH
F1915,CODE_SUD_OTH_PSYCH
F1920,CODE_SUD_OTH_PSYCH
F19151,CODE_SUD_OTH_PSYCH
F19188,CODE_SUD_OTH_PSYCH
F19288,CODE_SUD_OTH_PSYCH
F1921,CODE_SUD_OTH_PSYCH
F19282,CODE_SUD_OTH_PSYCH
F19159,CODE_SUD_OTH_PSYCH
F1916,CODE_SUD_OTH_PSYCH
F1919,CODE_SUD_OTH_PSYCH
F19280,CODE_SUD_OTH_PSYCH
F19129,CODE_SUD_OTH_PSYCH
F1927,CODE_SUD_OTH_PSYCH
F19180,CODE_SUD_OTH_PSYCH
F1924,CODE_SUD_OTH_PSYCH
F1925,CODE_SUD_OTH_PSYCH
F1926,CODE_SUD_OTH_PSYCH
F19222,CODE_SUD_OTH_PSYCH
F19232,CODE_SUD_OTH_PSYCH
F19281,CODE_SUD_OTH_PSYCH
F1928,CODE_SUD_OTH_PSYCH
F19250,CODE_SUD_OTH_PSYCH
F19150,CODE_SUD_OTH_PSYCH
F1929,CODE_SUD_OTH_PSYCH
F1912,CODE_SUD_OTH_PSYCH
F1911,CODE_SUD_OTH_PSYCH
F1914,CODE_SUD_OTH_PSYCH
F19121,CODE_SUD_OTH_PSYCH
F19259,CODE_SUD_OTH_PSYCH
